ano;obitos menores de 1 Ano;obitos menores de 7 dias;obitos de 28 dias a 364 dias;obitos de 7 a 27 dias
2005;1;0;1;0
2005;0;0;0;0
2005;0;0;0;0
2005;15;10;3;2
2005;0;0;0;0
2005;0;0;0;0
2005;18;6;8;4
2005;3;2;0;1
2005;0;0;0;0
2005;0;0;0;0
2005;2;1;0;1
2005;22;14;7;1
2005;0;0;0;0
2005;2;1;1;0
2005;0;0;0;0
2005;1;0;1;0
2005;0;0;0;0
2005;5;4;1;0
2005;0;0;0;0
2005;5;3;2;0
2005;6;4;0;2
2005;0;0;0;0
2005;13;10;2;1
2005;10;3;3;4
2005;16;8;5;3
2005;1;1;0;0
2005;5;4;1;0
2005;1;1;0;0
2005;1;1;0;0
2005;0;0;0;0
2005;22;9;9;4
2005;7;3;4;0
2005;1;1;0;0
2005;4;1;2;1
2005;1;1;0;0
2004;11;10;0;1
2004;8;4;3;1
2004;1;0;0;1
2004;11;8;3;0
2004;0;0;0;0
2004;6;3;2;1
2004;1;1;0;0
2004;0;0;0;0
2004;6;4;2;0
2004;2;0;2;0
2004;0;0;0;0
2004;1;0;0;1
2004;2;1;0;1
2004;1;0;0;1
2004;6;4;2;0
2004;2;1;0;1
2004;4;2;2;0
2004;0;0;0;0
2004;1;1;0;0
2004;28;16;3;9
2004;14;9;3;2
2004;1;1;0;0
2004;14;9;4;1
2004;0;0;0;0
2004;14;7;5;2
2004;4;2;1;1
2004;0;0;0;0
2004;1;0;1;0
2004;11;8;2;1
2004;0;0;0;0
2004;6;4;2;0
2004;3;2;0;1
2004;32;12;14;6
2004;2;2;0;0
2004;0;0;0;0
2004;0;0;0;0
2004;0;0;0;0
2004;22;15;4;3
2004;14;6;6;2
2004;0;0;0;0
2004;4;3;0;1
2004;2;1;1;0
2004;0;0;0;0
2004;0;0;0;0
2004;9;7;1;1
2004;20;11;4;5
2004;0;0;0;0
2004;13;9;3;1
2004;34;20;9;5
2004;2;2;0;0
2004;3;1;1;1
2004;3;2;1;0
2004;20;13;4;3
2004;2;1;1;0
2004;1;1;0;0
2004;2;2;0;0
2004;1;1;0;0
2004;0;0;0;0
2004;0;0;0;0
2004;6;5;0;1
2004;4;3;0;1
2004;2;1;1;0
2004;4;2;2;0
2004;19;13;2;4
2004;3;0;3;0
2004;57;25;15;17
2004;4;2;1;1
2004;7;5;2;0
2004;47;24;15;8
2004;10;5;4;1
2004;0;0;0;0
2004;2;1;1;0
2004;21;11;6;4
2004;0;0;0;0
2004;20;10;4;6
2004;8;1;3;4
2004;4;2;2;0
2004;2;1;0;1
2004;3;2;0;1
2004;12;6;3;3
2004;7;4;2;1
2004;2;1;1;0
2004;0;0;0;0
2004;0;0;0;0
2004;2;0;2;0
2004;0;0;0;0
2004;25;13;5;7
2004;30;10;13;7
2004;1;0;0;1
2004;0;0;0;0
2004;5;0;5;0
2004;6;5;1;0
2004;9;3;3;3
2004;1;0;1;0
2004;0;0;0;0
2004;1;1;0;0
2004;9;3;5;1
2004;20;9;8;3
2004;8;6;0;2
2004;3;1;2;0
2004;1;1;0;0
2004;1;1;0;0
2004;21;13;2;6
2004;0;0;0;0
2004;16;8;5;3
2004;10;6;3;1
2004;1;1;0;0
2004;6;3;1;2
2004;2;1;1;0
2004;159;78;54;27
2004;14;7;4;3
2004;20;10;7;3
2004;1;0;0;1
2004;2;1;1;0
2004;1;1;0;0
2004;3;1;1;1
2004;1;0;1;0
2004;1;1;0;0
2004;13;8;4;1
2004;3;2;1;0
2004;10;6;2;2
2004;30;17;11;2
2004;94;37;37;20
2004;3;3;0;0
2004;7;4;3;0
2004;0;0;0;0
2004;7;5;0;2
2004;26;12;8;6
2004;0;0;0;0
2004;0;0;0;0
2004;3;1;1;1
2004;4;2;1;1
2004;2;1;1;0
2004;2;2;0;0
2004;0;0;0;0
2004;2;1;1;0
2004;2;2;0;0
2004;7;6;1;0
2004;5;3;2;0
2004;2;1;1;0
2004;0;0;0;0
2004;0;0;0;0
2004;1;0;1;0
2004;7;4;1;2
2004;0;0;0;0
2004;53;24;20;9
2004;9;3;3;3
2004;4;4;0;0
2004;0;0;0;0
2004;23;14;8;1
2004;42;21;13;8
2004;5;1;4;0
2004;4;3;0;1
2004;108;52;30;26
2004;0;0;0;0
2004;2;1;1;0
2004;3;2;0;1
2004;5;4;1;0
2004;0;0;0;0
2004;1;1;0;0
2004;7;6;0;1
2004;6;3;1;2
2004;4;2;1;1
2004;1;0;0;1
2004;2;1;0;1
2004;3;1;0;2
2004;0;0;0;0
2004;0;0;0;0
2004;62;22;26;14
2004;8;2;6;0
2004;0;0;0;0
2004;2;1;1;0
2004;9;6;2;1
2004;2;2;0;0
2004;4;2;1;1
2004;0;0;0;0
2004;4;2;1;1
2004;3;0;1;2
2004;8;7;1;0
2004;2;0;2;0
2004;0;0;0;0
2004;58;27;15;16
2004;1;1;0;0
2004;0;0;0;0
2004;1;1;0;0
2004;2;2;0;0
2004;76;40;20;16
2004;58;24;17;17
2004;36;19;10;7
2004;1;1;0;0
2004;1;0;0;1
2004;8;5;3;0
2004;1;1;0;0
2004;1;0;0;1
2004;4;2;1;1
2004;2;0;2;0
2004;2;2;0;0
2004;4;2;0;2
2004;1;0;1;0
2004;7;5;0;2
2004;4;1;2;1
2004;7;4;3;0
2004;4;1;2;1
2004;1;1;0;0
2004;0;0;0;0
2004;0;0;0;0
2004;0;0;0;0
2004;10;8;1;1
2004;6;4;2;0
2004;24;16;5;3
2004;3;1;1;1
2004;5;4;1;0
2004;88;40;26;22
2004;354;164;127;63
2004;0;0;0;0
2004;1;1;0;0
2004;2;2;0;0
2004;1;1;0;0
2004;35;17;13;5
2004;0;0;0;0
2004;0;0;0;0
2004;1;1;0;0
2004;3;2;0;1
2004;1;1;0;0
2004;3;1;1;1
2004;7;3;1;3
2004;29;15;10;4
2004;4;1;2;1
2004;1;1;0;0
2004;5;4;1;0
2004;10;7;2;1
2004;2;2;0;0
2004;5;2;1;2
2004;4;1;2;1
2004;1;1;0;0
2004;1;0;1;0
2004;43;18;12;13
2004;1;1;0;0
2004;0;0;0;0
2004;0;0;0;0
2004;3;2;0;1
2004;3;1;1;1
2004;0;0;0;0
2004;1;0;1;0
2004;0;0;0;0
2004;2;0;2;0
2004;4;2;1;1
2004;5;2;2;1
2004;2;2;0;0
2004;2;1;1;0
2004;8;5;3;0
2004;1;1;0;0
2004;0;0;0;0
2004;16;8;7;1
2004;2;0;1;1
2004;37;21;10;6
2004;44;27;15;2
2004;60;25;24;11
2004;36;13;18;5
2004;9;5;2;2
2004;0;0;0;0
2004;6;2;3;1
2004;6;2;2;2
2004;1;1;0;0
2004;1;1;0;0
2004;109;49;39;21
2004;19;11;7;1
2004;5;4;0;1
2004;18;5;10;3
2004;8;4;4;0
2004;2;2;0;0
2004;1;1;0;0
2004;2;1;1;0
2004;17;12;4;1
2004;8;6;2;0
2004;7;3;1;3
2004;2;0;1;1
2004;11;9;0;2
2004;41;20;11;10
2004;0;0;0;0
2004;4;2;0;2
2004;8;7;1;0
2004;5;2;2;1
2004;1;1;0;0
2004;33;16;13;4
2004;8;5;3;0
2004;2;1;1;0
2004;22;12;6;4
2004;0;0;0;0
2004;2;2;0;0
2004;1;1;0;0
2004;3;0;2;1
2004;2;2;0;0
2004;0;0;0;0
2004;61;32;19;10
2004;3;1;1;1
2004;9;6;2;1
2004;11;6;5;0
2004;1;1;0;0
2004;3;1;1;1
2004;1;0;1;0
2004;3;3;0;0
2004;26;18;5;3
2004;10;4;3;3
2004;36;14;19;3
2004;4;4;0;0
2004;12;4;2;6
2004;25;19;4;2
2004;1;1;0;0
2004;5;4;1;0
2004;1;0;1;0
2004;0;0;0;0
2004;1;1;0;0
2004;3;1;2;0
2004;0;0;0;0
2004;0;0;0;0
2004;6;3;1;2
2004;0;0;0;0
2004;1;0;0;1
2004;0;0;0;0
2004;7;4;2;1
2004;10;5;3;2
2004;2;1;1;0
2004;0;0;0;0
2004;2;1;0;1
2004;0;0;0;0
2004;0;0;0;0
2004;47;26;12;9
2004;0;0;0;0
2004;4;2;1;1
2004;15;10;2;3
2004;96;57;24;15
2004;0;0;0;0
2004;0;0;0;0
2004;0;0;0;0
2004;4;0;1;3
2004;4;1;3;0
2004;6;5;1;0
2004;0;0;0;0
2004;4;3;1;0
2004;1;0;1;0
2004;6;2;3;1
2004;1;1;0;0
2004;9;3;4;2
2004;114;50;35;29
2004;25;15;8;2
2004;19;10;6;3
2004;1;1;0;0
2004;0;0;0;0
2004;21;12;7;2
2004;1;0;1;0
2004;11;6;1;4
2004;4;1;2;1
2004;4;2;2;0
2004;1;0;1;0
2004;1;1;0;0
2004;11;7;3;1
2004;8;5;2;1
2004;4;2;2;0
2004;2;0;1;1
2004;0;0;0;0
2004;1;1;0;0
2004;0;0;0;0
2004;0;0;0;0
2004;5;3;2;0
2004;1;0;1;0
2004;2;0;1;1
2004;3;2;1;0
2004;1;0;1;0
2004;1;1;0;0
2004;0;0;0;0
2004;0;0;0;0
2004;1;1;0;0
2004;4;4;0;0
2004;0;0;0;0
2004;0;0;0;0
2004;1;1;0;0
2004;0;0;0;0
2004;4;2;0;2
2004;5;4;0;1
2004;0;0;0;0
2004;1;0;1;0
2004;0;0;0;0
2004;9;5;4;0
2004;1;0;1;0
2004;0;0;0;0
2004;1;1;0;0
2004;5;1;3;1
2004;174;89;55;30
2004;0;0;0;0
2004;2;1;0;1
2004;24;12;7;5
2004;2;0;2;0
2004;2;1;1;0
2004;0;0;0;0
2004;6;4;2;0
2004;4;2;2;0
2004;1;0;1;0
2004;2;1;1;0
2004;3;2;1;0
2004;11;5;5;1
2004;2;2;0;0
2004;1;0;1;0
2004;5;3;2;0
2004;0;0;0;0
2004;2;2;0;0
2004;2;2;0;0
2004;6;5;1;0
2004;0;0;0;0
2004;5;4;0;1
2004;1;1;0;0
2004;14;8;6;0
2004;0;0;0;0
2004;1;0;1;0
2004;7;5;2;0
2004;1;0;1;0
2004;0;0;0;0
2004;7;2;3;2
2004;8;5;3;0
2004;1;1;0;0
2004;1;1;0;0
2004;14;6;4;4
2004;3;0;2;1
2004;1;0;0;1
2004;30;18;7;5
2004;1;1;0;0
2004;13;8;2;3
2004;4;3;1;0
2004;36;20;7;9
2004;3;2;1;0
2004;0;0;0;0
2004;0;0;0;0
2004;5;4;1;0
2004;6;3;2;1
2004;81;42;25;14
2004;4;3;0;1
2004;1;0;1;0
2004;1;0;0;1
2004;5;2;2;1
2004;4;2;2;0
2004;12;8;3;1
2004;1;1;0;0
2004;10;7;3;0
2004;0;0;0;0
2004;0;0;0;0
2004;21;9;7;5
2004;0;0;0;0
2004;3;2;1;0
2004;2;2;0;0
2004;17;10;7;0
2004;0;0;0;0
2004;0;0;0;0
2004;1;1;0;0
2004;1;0;1;0
2004;9;3;4;2
2004;9;5;3;1
2004;5;3;2;0
2004;4;3;1;0
2004;1;0;1;0
2004;3;0;0;3
2004;66;27;25;14
2004;1;0;0;1
2004;0;0;0;0
2004;3;1;1;1
2004;14;9;2;3
2004;41;20;9;12
2004;5;4;1;0
2004;6;3;2;1
2004;0;0;0;0
2004;6;3;3;0
2004;1;1;0;0
2004;7;4;2;1
2004;3;3;0;0
2004;3;3;0;0
2004;4;3;0;1
2004;1;1;0;0
2004;5;3;1;1
2004;0;0;0;0
2004;16;9;5;2
2004;2;1;1;0
2004;2;0;1;1
2004;0;0;0;0
2004;6;2;3;1
2004;2;1;1;0
2004;0;0;0;0
2004;0;0;0;0
2004;3;0;3;0
2004;29;14;11;4
2004;69;39;19;11
2004;2;1;1;0
2004;1;0;0;1
2004;1;0;1;0
2004;2;0;1;1
2004;27;15;8;4
2004;7;5;2;0
2004;10;6;2;2
2004;2;2;0;0
2004;9;7;2;0
2004;3;3;0;0
2004;0;0;0;0
2004;0;0;0;0
2004;0;0;0;0
2004;1;1;0;0
2004;3;1;2;0
2004;2;2;0;0
2004;1;1;0;0
2004;0;0;0;0
2004;1;1;0;0
2004;18;5;9;4
2004;5;2;1;2
2004;0;0;0;0
2004;1;0;0;1
2004;3;2;1;0
2004;1;0;1;0
2004;37;20;10;7
2004;4;2;1;1
2004;1;1;0;0
2004;0;0;0;0
2004;1;0;1;0
2004;6;5;1;0
2004;6;4;2;0
2004;2;2;0;0
2004;2;0;0;2
2004;4;2;2;0
2004;20;8;6;6
2004;1;0;1;0
2004;1;1;0;0
2004;0;0;0;0
2004;0;0;0;0
2004;4;2;2;0
2004;0;0;0;0
2004;5;1;3;1
2004;2;0;2;0
2004;0;0;0;0
2004;1;0;1;0
2004;123;61;40;22
2004;0;0;0;0
2004;6;3;1;2
2004;0;0;0;0
2004;0;0;0;0
2004;4;2;2;0
2004;0;0;0;0
2004;1;0;1;0
2004;89;32;29;28
2004;0;0;0;0
2004;139;57;51;31
2004;14;5;4;5
2004;30;19;8;3
2004;0;0;0;0
2004;19;11;3;5
2004;0;0;0;0
2004;0;0;0;0
2004;0;0;0;0
2004;11;7;3;1
2004;4;2;2;0
2004;2;1;1;0
2004;8;1;6;1
2004;64;38;15;11
2004;99;48;28;23
2004;3;1;2;0
2004;2;1;1;0
2004;4;1;3;0
2004;9;5;3;1
2004;2567;1161;870;536
2004;7;4;2;1
2004;0;0;0;0
2004;16;9;3;4
2004;20;12;6;2
2004;7;3;3;1
2004;1;0;1;0
2004;102;41;26;35
2004;3;0;2;1
2004;2;1;1;0
2004;2;1;1;0
2004;0;0;0;0
2004;7;2;3;2
2004;6;5;1;0
2004;14;8;2;4
2004;3;2;1;0
2004;2;2;0;0
2004;2;1;1;0
2004;10;7;3;0
2004;108;45;33;30
2004;3;2;0;1
2004;41;22;12;7
2004;92;44;19;29
2004;4;2;1;1
2004;2;0;1;1
2004;4;1;2;1
2004;71;30;28;13
2004;0;0;0;0
2004;1;0;1;0
2004;0;0;0;0
2004;2;0;1;1
2004;3;2;0;1
2004;3;2;0;1
2004;1;0;1;0
2004;1;0;0;1
2004;1;1;0;0
2004;10;5;5;0
2004;5;3;1;1
2004;0;0;0;0
2004;2;2;0;0
2004;0;0;0;0
2004;16;7;5;4
2004;65;32;18;15
2004;4;2;2;0
2004;6;4;1;1
2004;0;0;0;0
2004;3;3;0;0
2004;1;0;0;1
2004;0;0;0;0
2004;2;2;0;0
2004;0;0;0;0
2004;11;5;5;1
2004;3;1;2;0
2004;0;0;0;0
2004;11;10;1;0
2004;2;2;0;0
2004;1;1;0;0
2004;1;1;0;0
2004;1;0;0;1
2004;23;18;4;1
2004;0;0;0;0
2004;1;0;1;0
2004;1;0;0;1
2004;3;3;0;0
2004;0;0;0;0
2004;2;2;0;0
2004;3;0;0;3
2004;8;5;0;3
2004;2;0;0;2
2004;2;2;0;0
2004;12;7;2;3
2004;13;6;5;2
2004;15;6;8;1
2004;0;0;0;0
2004;11;4;3;4
2004;3;2;0;1
2004;2;2;0;0
2004;0;0;0;0
2004;19;5;10;4
2004;10;5;4;1
2004;1;0;1;0
2004;1;0;1;0
2004;1;1;0;0
2003;7;5;1;1
2003;7;4;1;2
2003;0;0;0;0
2003;9;5;2;2
2003;1;1;0;0
2003;6;1;1;4
2003;1;0;1;0
2003;0;0;0;0
2003;3;2;0;1
2003;1;1;0;0
2003;0;0;0;0
2003;0;0;0;0
2003;2;1;1;0
2003;1;0;0;1
2003;2;1;1;0
2003;0;0;0;0
2003;9;5;1;3
2003;1;1;0;0
2003;2;2;0;0
2003;35;12;11;12
2003;4;2;2;0
2003;0;0;0;0
2003;14;11;3;0
2003;1;1;0;0
2003;11;9;2;0
2003;5;4;0;1
2003;1;0;1;0
2003;0;0;0;0
2003;3;3;0;0
2003;0;0;0;0
2003;9;6;3;0
2003;3;1;2;0
2003;32;14;10;8
2003;3;2;1;0
2003;1;1;0;0
2003;1;1;0;0
2003;1;0;1;0
2003;22;13;4;5
2003;10;3;2;5
2003;1;1;0;0
2003;0;0;0;0
2003;0;0;0;0
2003;2;0;2;0
2003;2;0;1;1
2003;2;1;0;1
2003;24;14;7;3
2003;0;0;0;0
2003;15;8;3;4
2003;42;23;15;4
2003;5;2;2;1
2003;1;0;1;0
2003;0;0;0;0
2003;16;9;6;1
2003;4;3;0;1
2003;0;0;0;0
2003;1;0;1;0
2003;1;0;1;0
2003;2;2;0;0
2003;0;0;0;0
2003;4;2;1;1
2003;5;2;3;0
2003;5;2;3;0
2003;3;1;1;1
2003;22;11;5;6
2003;10;6;1;3
2003;43;20;16;7
2003;7;4;2;1
2003;6;3;3;0
2003;56;28;21;7
2003;15;7;6;2
2003;1;1;0;0
2003;1;0;1;0
2003;21;16;4;1
2003;1;1;0;0
2003;12;5;2;5
2003;12;7;3;2
2003;1;0;1;0
2003;3;1;2;0
2003;2;0;1;1
2003;7;4;2;1
2003;7;3;4;0
2003;4;2;2;0
2003;1;1;0;0
2003;2;0;1;1
2003;0;0;0;0
2003;0;0;0;0
2003;15;4;3;8
2003;46;22;19;5
2003;2;2;0;0
2003;2;1;0;1
2003;4;2;0;2
2003;4;1;2;1
2003;4;2;2;0
2003;3;1;0;2
2003;1;1;0;0
2003;2;1;0;1
2003;10;4;5;1
2003;26;15;8;3
2003;11;8;3;0
2003;5;3;1;1
2003;5;3;2;0
2003;0;0;0;0
2003;11;9;0;2
2003;0;0;0;0
2003;22;12;7;3
2003;12;6;4;2
2003;1;1;0;0
2003;3;0;0;3
2003;1;1;0;0
2003;170;97;43;30
2003;16;6;9;1
2003;19;12;7;0
2003;2;2;0;0
2003;5;0;5;0
2003;3;3;0;0
2003;9;3;4;2
2003;1;1;0;0
2003;0;0;0;0
2003;18;8;10;0
2003;12;10;1;1
2003;10;6;4;0
2003;26;16;10;0
2003;99;41;37;21
2003;1;1;0;0
2003;10;6;4;0
2003;0;0;0;0
2003;3;1;1;1
2003;20;10;6;4
2003;0;0;0;0
2003;1;0;1;0
2003;6;1;5;0
2003;6;3;1;2
2003;2;2;0;0
2003;4;4;0;0
2003;2;1;1;0
2003;2;2;0;0
2003;0;0;0;0
2003;12;7;2;3
2003;3;1;2;0
2003;1;0;0;1
2003;1;0;0;1
2003;2;2;0;0
2003;0;0;0;0
2003;7;5;1;1
2003;1;0;1;0
2003;52;19;19;14
2003;4;2;1;1
2003;1;0;0;1
2003;0;0;0;0
2003;22;16;4;2
2003;40;18;13;9
2003;11;5;5;1
2003;5;3;2;0
2003;122;49;41;32
2003;0;0;0;0
2003;1;1;0;0
2003;0;0;0;0
2003;6;4;0;2
2003;0;0;0;0
2003;1;1;0;0
2003;10;5;4;1
2003;2;2;0;0
2003;0;0;0;0
2003;0;0;0;0
2003;7;6;1;0
2003;1;0;1;0
2003;0;0;0;0
2003;0;0;0;0
2003;74;29;31;14
2003;10;1;8;1
2003;0;0;0;0
2003;3;1;0;2
2003;7;2;4;1
2003;1;0;0;1
2003;5;3;2;0
2003;0;0;0;0
2003;1;0;1;0
2003;6;1;5;0
2003;11;5;5;1
2003;1;1;0;0
2003;0;0;0;0
2003;58;30;18;10
2003;1;0;1;0
2003;1;1;0;0
2003;4;0;4;0
2003;0;0;0;0
2003;66;48;9;9
2003;69;32;26;11
2003;47;26;15;6
2003;0;0;0;0
2003;2;1;0;1
2003;8;6;2;0
2003;0;0;0;0
2003;0;0;0;0
2003;1;1;0;0
2003;5;4;1;0
2003;0;0;0;0
2003;2;2;0;0
2003;2;1;1;0
2003;6;4;2;0
2003;3;2;1;0
2003;10;5;3;2
2003;2;1;1;0
2003;1;0;1;0
2003;2;1;1;0
2003;0;0;0;0
2003;4;2;2;0
2003;2;1;1;0
2003;7;5;2;0
2003;20;13;4;3
2003;1;1;0;0
2003;6;3;3;0
2003;102;45;42;15
2003;335;140;127;68
2003;0;0;0;0
2003;1;0;1;0
2003;4;3;1;0
2003;2;1;0;1
2003;36;19;12;5
2003;0;0;0;0
2003;1;0;0;1
2003;1;1;0;0
2003;5;2;3;0
2003;2;0;1;1
2003;1;0;1;0
2003;12;5;4;3
2003;22;17;2;3
2003;1;1;0;0
2003;4;4;0;0
2003;3;2;0;1
2003;7;2;4;1
2003;1;1;0;0
2003;7;4;2;1
2003;4;2;2;0
2003;3;2;1;0
2003;2;2;0;0
2003;37;15;8;14
2003;0;0;0;0
2003;1;0;0;1
2003;0;0;0;0
2003;1;1;0;0
2003;5;4;1;0
2003;0;0;0;0
2003;2;1;0;1
2003;0;0;0;0
2003;1;0;1;0
2003;3;2;0;1
2003;1;1;0;0
2003;2;1;1;0
2003;12;4;3;5
2003;6;2;3;1
2003;3;2;0;1
2003;2;1;1;0
2003;30;22;5;3
2003;1;0;1;0
2003;36;17;16;3
2003;44;29;10;5
2003;53;21;21;11
2003;56;26;20;10
2003;10;7;2;1
2003;0;0;0;0
2003;4;3;0;1
2003;1;0;1;0
2003;3;3;0;0
2003;1;1;0;0
2003;106;60;28;18
2003;25;17;7;1
2003;7;2;4;1
2003;19;12;2;5
2003;2;1;0;1
2003;3;1;1;1
2003;3;1;0;2
2003;4;2;1;1
2003;33;10;18;5
2003;6;3;2;1
2003;7;4;1;2
2003;0;0;0;0
2003;7;4;2;1
2003;43;23;12;8
2003;3;2;1;0
2003;7;3;3;1
2003;4;3;1;0
2003;8;4;2;2
2003;0;0;0;0
2003;31;12;14;5
2003;2;2;0;0
2003;4;1;2;1
2003;20;9;4;7
2003;1;1;0;0
2003;2;0;1;1
2003;4;3;1;0
2003;8;3;5;0
2003;1;1;0;0
2003;0;0;0;0
2003;71;38;20;13
2003;3;3;0;0
2003;3;2;0;1
2003;6;2;2;2
2003;1;1;0;0
2003;6;2;3;1
2003;1;1;0;0
2003;6;3;2;1
2003;28;12;9;7
2003;5;3;1;1
2003;41;15;16;10
2003;3;2;1;0
2003;25;14;7;4
2003;32;19;10;3
2003;0;0;0;0
2003;2;1;1;0
2003;5;4;1;0
2003;0;0;0;0
2003;4;2;2;0
2003;2;0;2;0
2003;2;1;0;1
2003;0;0;0;0
2003;3;2;1;0
2003;1;0;1;0
2003;0;0;0;0
2003;0;0;0;0
2003;11;3;7;1
2003;22;11;7;4
2003;2;1;0;1
2003;1;0;1;0
2003;4;3;1;0
2003;1;1;0;0
2003;3;2;1;0
2003;42;23;12;7
2003;0;0;0;0
2003;3;3;0;0
2003;15;10;3;2
2003;114;60;37;17
2003;0;0;0;0
2003;0;0;0;0
2003;1;0;1;0
2003;5;3;1;1
2003;5;4;1;0
2003;7;3;3;1
2003;0;0;0;0
2003;1;0;0;1
2003;4;2;1;1
2003;2;1;0;1
2003;2;2;0;0
2003;16;9;6;1
2003;107;48;35;24
2003;26;17;8;1
2003;15;9;4;2
2003;1;0;1;0
2003;0;0;0;0
2003;13;4;5;4
2003;1;1;0;0
2003;7;3;3;1
2003;5;2;3;0
2003;5;2;3;0
2003;0;0;0;0
2003;2;0;2;0
2003;12;8;3;1
2003;8;6;2;0
2003;2;0;1;1
2003;1;0;0;1
2003;0;0;0;0
2003;0;0;0;0
2003;1;1;0;0
2003;3;1;1;1
2003;4;1;2;1
2003;1;0;1;0
2003;3;2;0;1
2003;0;0;0;0
2003;2;1;1;0
2003;10;2;6;2
2003;0;0;0;0
2003;0;0;0;0
2003;2;1;1;0
2003;3;1;1;1
2003;1;0;1;0
2003;2;2;0;0
2003;1;0;1;0
2003;0;0;0;0
2003;9;6;1;2
2003;3;2;1;0
2003;3;2;0;1
2003;0;0;0;0
2003;0;0;0;0
2003;10;6;3;1
2003;0;0;0;0
2003;0;0;0;0
2003;0;0;0;0
2003;7;4;2;1
2003;195;87;72;36
2003;0;0;0;0
2003;4;1;3;0
2003;20;11;5;4
2003;1;0;1;0
2003;2;1;0;1
2003;0;0;0;0
2003;2;1;1;0
2003;6;5;0;1
2003;1;0;1;0
2003;5;0;3;2
2003;4;2;2;0
2003;9;4;3;2
2003;3;1;1;1
2003;0;0;0;0
2003;3;0;3;0
2003;1;0;1;0
2003;1;1;0;0
2003;0;0;0;0
2003;5;0;5;0
2003;0;0;0;0
2003;4;3;1;0
2003;3;2;0;1
2003;11;7;3;1
2003;0;0;0;0
2003;1;0;1;0
2003;6;2;3;1
2003;1;1;0;0
2003;0;0;0;0
2003;3;1;2;0
2003;7;4;2;1
2003;0;0;0;0
2003;2;2;0;0
2003;12;5;6;1
2003;7;2;2;3
2003;0;0;0;0
2003;19;9;7;3
2003;0;0;0;0
2003;19;8;9;2
2003;8;7;1;0
2003;42;25;8;9
2003;3;1;2;0
2003;3;2;1;0
2003;0;0;0;0
2003;1;0;1;0
2003;11;5;2;4
2003;78;37;21;20
2003;5;4;0;1
2003;3;1;1;1
2003;0;0;0;0
2003;2;2;0;0
2003;1;0;0;1
2003;6;2;2;2
2003;0;0;0;0
2003;12;0;8;4
2003;0;0;0;0
2003;0;0;0;0
2003;25;13;6;6
2003;1;1;0;0
2003;7;5;2;0
2003;1;0;1;0
2003;5;1;4;0
2003;0;0;0;0
2003;0;0;0;0
2003;1;0;1;0
2003;2;0;2;0
2003;8;1;5;2
2003;13;10;3;0
2003;5;1;2;2
2003;2;2;0;0
2003;0;0;0;0
2003;4;2;2;0
2003;82;38;24;20
2003;2;1;1;0
2003;1;1;0;0
2003;2;1;0;1
2003;6;4;0;2
2003;34;23;6;5
2003;7;3;3;1
2003;9;3;5;1
2003;0;0;0;0
2003;5;4;0;1
2003;1;1;0;0
2003;3;2;1;0
2003;0;0;0;0
2003;0;0;0;0
2003;7;4;2;1
2003;0;0;0;0
2003;4;1;2;1
2003;0;0;0;0
2003;11;6;5;0
2003;2;0;1;1
2003;3;2;1;0
2003;2;2;0;0
2003;13;4;6;3
2003;0;0;0;0
2003;0;0;0;0
2003;0;0;0;0
2003;2;0;0;2
2003;19;11;2;6
2003;68;34;23;11
2003;3;3;0;0
2003;1;1;0;0
2003;3;0;1;2
2003;4;2;2;0
2003;27;13;8;6
2003;6;3;3;0
2003;13;8;4;1
2003;1;1;0;0
2003;3;2;1;0
2003;3;3;0;0
2003;1;0;1;0
2003;0;0;0;0
2003;3;2;1;0
2003;0;0;0;0
2003;0;0;0;0
2003;0;0;0;0
2003;4;3;0;1
2003;2;0;2;0
2003;0;0;0;0
2003;16;10;6;0
2003;13;7;4;2
2003;1;0;1;0
2003;1;1;0;0
2003;4;2;1;1
2003;2;2;0;0
2003;22;8;9;5
2003;3;2;1;0
2003;0;0;0;0
2003;0;0;0;0
2003;0;0;0;0
2003;5;2;2;1
2003;16;11;1;4
2003;1;0;0;1
2003;2;1;0;1
2003;2;1;0;1
2003;20;14;2;4
2003;3;2;1;0
2003;2;0;2;0
2003;1;0;1;0
2003;0;0;0;0
2003;10;2;6;2
2003;0;0;0;0
2003;7;1;2;4
2003;6;2;2;2
2003;0;0;0;0
2003;5;1;0;4
2003;140;78;40;22
2003;3;1;1;1
2003;8;1;7;0
2003;1;0;1;0
2003;1;0;1;0
2003;2;0;1;1
2003;1;0;0;1
2003;2;1;1;0
2003;80;22;22;36
2003;5;3;1;1
2003;146;69;48;29
2003;19;10;4;5
2003;19;11;8;0
2003;1;1;0;0
2003;17;12;3;2
2003;1;0;1;0
2003;0;0;0;0
2003;0;0;0;0
2003;8;4;2;2
2003;4;2;1;1
2003;1;0;1;0
2003;10;7;3;0
2003;57;33;18;6
2003;109;53;36;20
2003;0;0;0;0
2003;2;0;1;1
2003;10;4;2;4
2003;10;5;4;1
2003;2612;1237;856;519
2003;7;3;3;1
2003;3;1;1;1
2003;13;8;3;2
2003;19;11;5;3
2003;2;1;1;0
2003;2;1;1;0
2003;122;55;32;35
2003;5;4;0;1
2003;3;2;1;0
2003;0;0;0;0
2003;2;0;2;0
2003;8;6;1;1
2003;3;1;1;1
2003;19;7;7;5
2003;3;1;1;1
2003;1;0;1;0
2003;3;2;0;1
2003;7;4;3;0
2003;138;62;45;31
2003;2;0;2;0
2003;37;16;13;8
2003;100;51;24;25
